"SourceFile"	"FileName"	"Make"	"Model"	"DateTimeOriginal"	"TriggerMode"	"Sequence"	"EventNumber"	"MoonPhase"	"AmbientTemperature"	"SerialNumber"	"Contrast"	"Brightness"	"Sharpness"	"Saturation"	"NewFileName"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0001.JPG"	"IMG_0001.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:32:14"	"M"	"1 2"	1	6	16	"P750HK04275580"	159	223	16	0	"H2_2017-11-11_0001.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0002.JPG"	"IMG_0002.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:32:15"	"M"	"2 2"	1	6	16	"P750HK04275580"	159	223	16	0	"H2_2017-11-11_0002.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0003.JPG"	"IMG_0003.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:38:49"	"M"	"1 2"	2	6	15	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0003.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0004.JPG"	"IMG_0004.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:38:49"	"M"	"2 2"	2	6	15	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0004.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0005.JPG"	"IMG_0005.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:40:28"	"M"	"1 2"	3	6	15	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0005.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0006.JPG"	"IMG_0006.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:40:28"	"M"	"2 2"	3	6	15	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0006.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0007.JPG"	"IMG_0007.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:41:58"	"M"	"1 2"	4	6	15	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0007.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0008.JPG"	"IMG_0008.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:41:58"	"M"	"2 2"	4	6	15	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0008.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0009.JPG"	"IMG_0009.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:46:42"	"M"	"1 2"	5	6	14	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0009.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Haakoy/Haakoy_fotoboks_2018/H2_2018/IMG_0010.JPG"	"IMG_0010.JPG"	"RECONYX"	"PM750 PROFESSIONAL"	"2017:11:11 14:46:43"	"M"	"2 2"	5	6	14	"P750HK04275580"	143	239	16	0	"H2_2017-11-11_0010.JPG"
