Image.Name;Site;Location_season;Trigger;Day;Month;Year;Date;Time;Temp_F;Temp_C;Serial #;Species;Comment
2016-12-30 12-49-00 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;30;12;2016;30.12.2016;12:49:00;33;1;S750HH02203675;;
2016-12-30 13-00-00 T.JPG;Valdres;Box1Spring2017;T;30;12;2016;30.12.2016;13:00:00;32;0;S750HH02203675;;
2016-12-30 17-37-46 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;30;12;2016;30.12.2016;17:37:46;33;1;S750HH02203675;K;
2016-12-30 17-37-46 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;30;12;2016;30.12.2016;17:37:46;33;1;S750HH02203675;;
2016-12-31 01-00-00 T.JPG;Valdres;Box1Spring2017;T;31;12;2016;31.12.2016;01:00:00;33;1;S750HH02203675;;
2016-12-31 13-00-00 T.JPG;Valdres;Box1Spring2017;T;31;12;2016;31.12.2016;13:00:00;32;0;S750HH02203675;;
2016-12-31 14-43-31 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;31;12;2016;31.12.2016;14:43:31;32;0;S750HH02203675;K;
2016-12-31 14-43-31 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;31;12;2016;31.12.2016;14:43:31;32;0;S750HH02203675;;
2017-01-01 01-00-00 T.JPG;Valdres;Box1Spring2017;T;1;1;2017;01.01.2017;01:00:00;31;-1;S750HH02203675;;
2017-01-01 13-00-00 T.JPG;Valdres;Box1Spring2017;T;1;1;2017;01.01.2017;13:00:00;29;-2;S750HH02203675;;
2017-01-01 22-03-11 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;1;1;2017;01.01.2017;22:03:11;28;-2;S750HH02203675;K;
2017-01-01 22-03-12 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;1;1;2017;01.01.2017;22:03:12;28;-2;S750HH02203675;;
2017-01-02 00-14-00 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;2;1;2017;02.01.2017;00:14:00;28;-2;S750HH02203675;;
2017-01-02 00-14-01 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;2;1;2017;02.01.2017;00:14:01;28;-2;S750HH02203675;;
2017-01-02 01-00-00 T.JPG;Valdres;Box1Spring2017;T;2;1;2017;02.01.2017;01:00:00;27;-3;S750HH02203675;;
2017-01-02 13-00-00 T.JPG;Valdres;Box1Spring2017;T;2;1;2017;02.01.2017;13:00:00;27;-3;S750HH02203675;;
2017-01-03 01-00-00 T.JPG;Valdres;Box1Spring2017;T;3;1;2017;03.01.2017;01:00:00;27;-3;S750HH02203675;;
2017-01-03 13-00-00 T.JPG;Valdres;Box1Spring2017;T;3;1;2017;03.01.2017;13:00:00;28;-2;S750HH02203675;;
2017-01-03 14-52-23 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;3;1;2017;03.01.2017;14:52:23;28;-2;S750HH02203675;S;
2017-01-03 14-52-24 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;3;1;2017;03.01.2017;14:52:24;28;-2;S750HH02203675;;
2017-01-04 01-00-00 T.JPG;Valdres;Box1Spring2017;T;4;1;2017;04.01.2017;01:00:00;28;-2;S750HH02203675;;
2017-01-04 10-01-32 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;4;1;2017;04.01.2017;10:01:32;25;-4;S750HH02203675;K;
2017-01-04 10-01-32 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;4;1;2017;04.01.2017;10:01:32;25;-4;S750HH02203675;;
2017-01-04 13-00-00 T.JPG;Valdres;Box1Spring2017;T;4;1;2017;04.01.2017;13:00:00;24;-4;S750HH02203675;;
2017-01-05 01-00-00 T.JPG;Valdres;Box1Spring2017;T;5;1;2017;05.01.2017;01:00:00;20;-7;S750HH02203675;;
2017-01-05 13-00-00 T.JPG;Valdres;Box1Spring2017;T;5;1;2017;05.01.2017;13:00:00;18;-8;S750HH02203675;;
2017-01-05 22-13-31 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;5;1;2017;05.01.2017;22:13:31;22;-6;S750HH02203675;;
2017-01-05 22-13-31 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;5;1;2017;05.01.2017;22:13:31;22;-6;S750HH02203675;;
2017-01-06 01-00-00 T.JPG;Valdres;Box1Spring2017;T;6;1;2017;06.01.2017;01:00:00;22;-6;S750HH02203675;;
2017-01-06 13-00-00 T.JPG;Valdres;Box1Spring2017;T;6;1;2017;06.01.2017;13:00:00;25;-4;S750HH02203675;;
2017-01-06 15-57-04 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;6;1;2017;06.01.2017;15:57:04;26;-3;S750HH02203675;S;
2017-01-06 15-57-04 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;6;1;2017;06.01.2017;15:57:04;26;-3;S750HH02203675;;
2017-01-06 17-20-08 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;6;1;2017;06.01.2017;17:20:08;27;-3;S750HH02203675;S;
2017-01-06 17-20-08 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;6;1;2017;06.01.2017;17:20:08;27;-3;S750HH02203675;;
2017-01-07 00-14-00 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;7;1;2017;07.01.2017;00:14:00;28;-2;S750HH02203675;;
2017-01-07 00-14-01 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;7;1;2017;07.01.2017;00:14:01;28;-2;S750HH02203675;;
2017-01-07 01-00-00 T.JPG;Valdres;Box1Spring2017;T;7;1;2017;07.01.2017;01:00:00;28;-2;S750HH02203675;;
2017-01-07 13-00-00 T.JPG;Valdres;Box1Spring2017;T;7;1;2017;07.01.2017;13:00:00;28;-2;S750HH02203675;;
2017-01-08 01-00-00 T.JPG;Valdres;Box1Spring2017;T;8;1;2017;08.01.2017;01:00:00;24;-4;S750HH02203675;;
2017-01-08 09-30-29 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;8;1;2017;08.01.2017;09:30:29;27;-3;S750HH02203675;;
2017-01-08 09-30-29 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;8;1;2017;08.01.2017;09:30:29;27;-3;S750HH02203675;;
2017-01-08 13-00-00 T.JPG;Valdres;Box1Spring2017;T;8;1;2017;08.01.2017;13:00:00;29;-2;S750HH02203675;;
2017-01-09 01-00-00 T.JPG;Valdres;Box1Spring2017;T;9;1;2017;09.01.2017;01:00:00;30;-1;S750HH02203675;;
2017-01-09 10-10-58 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;9;1;2017;09.01.2017;10:10:58;31;-1;S750HH02203675;K;
2017-01-09 10-10-58 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;9;1;2017;09.01.2017;10:10:58;31;-1;S750HH02203675;;
2017-01-09 13-00-00 T.JPG;Valdres;Box1Spring2017;T;9;1;2017;09.01.2017;13:00:00;31;-1;S750HH02203675;;
2017-01-10 01-00-00 T.JPG;Valdres;Box1Spring2017;T;10;1;2017;10.01.2017;01:00:00;31;-1;S750HH02203675;;
2017-01-10 13-00-00 T.JPG;Valdres;Box1Spring2017;T;10;1;2017;10.01.2017;13:00:00;31;-1;S750HH02203675;;
2017-01-11 01-00-00 T.JPG;Valdres;Box1Spring2017;T;11;1;2017;11.01.2017;01:00:00;30;-1;S750HH02203675;;
2017-01-11 08-49-28 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;11;1;2017;11.01.2017;08:49:28;31;-1;S750HH02203675;S;
2017-01-11 08-49-28 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;11;1;2017;11.01.2017;08:49:28;31;-1;S750HH02203675;;
2017-01-11 08-57-23 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;11;1;2017;11.01.2017;08:57:23;31;-1;S750HH02203675;S;
2017-01-11 08-57-23 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;11;1;2017;11.01.2017;08:57:23;31;-1;S750HH02203675;;
2017-01-11 13-00-00 T.JPG;Valdres;Box1Spring2017;T;11;1;2017;11.01.2017;13:00:00;31;-1;S750HH02203675;;
2017-01-12 01-00-00 T.JPG;Valdres;Box1Spring2017;T;12;1;2017;12.01.2017;01:00:00;29;-2;S750HH02203675;;
2017-01-12 13-00-00 T.JPG;Valdres;Box1Spring2017;T;12;1;2017;12.01.2017;13:00:00;28;-2;S750HH02203675;;
2017-01-13 01-00-00 T.JPG;Valdres;Box1Spring2017;T;13;1;2017;13.01.2017;01:00:00;28;-2;S750HH02203675;;
2017-01-13 13-00-00 T.JPG;Valdres;Box1Spring2017;T;13;1;2017;13.01.2017;13:00:00;24;-4;S750HH02203675;;
2017-01-13 15-02-44 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;13;1;2017;13.01.2017;15:02:44;25;-4;S750HH02203675;K;
2017-01-13 15-02-45 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;13;1;2017;13.01.2017;15:02:45;25;-4;S750HH02203675;;
2017-01-14 01-00-00 T.JPG;Valdres;Box1Spring2017;T;14;1;2017;14.01.2017;01:00:00;27;-3;S750HH02203675;;
2017-01-14 07-48-34 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;14;1;2017;14.01.2017;07:48:34;28;-2;S750HH02203675;;
2017-01-14 07-48-34 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;14;1;2017;14.01.2017;07:48:34;28;-2;S750HH02203675;;
2017-01-14 13-00-00 T.JPG;Valdres;Box1Spring2017;T;14;1;2017;14.01.2017;13:00:00;28;-2;S750HH02203675;;
2017-01-15 01-00-00 T.JPG;Valdres;Box1Spring2017;T;15;1;2017;15.01.2017;01:00:00;25;-4;S750HH02203675;;
2017-01-15 01-52-47 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;15;1;2017;15.01.2017;01:52:47;25;-4;S750HH02203675;;
2017-01-15 01-52-47 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;15;1;2017;15.01.2017;01:52:47;25;-4;S750HH02203675;;
2017-01-15 11-24-59 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;15;1;2017;15.01.2017;11:24:59;23;-5;S750HH02203675;K;
2017-01-15 11-24-59 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;15;1;2017;15.01.2017;11:24:59;23;-5;S750HH02203675;;
2017-01-15 13-00-00 T.JPG;Valdres;Box1Spring2017;T;15;1;2017;15.01.2017;13:00:00;23;-5;S750HH02203675;;
2017-01-16 01-00-00 T.JPG;Valdres;Box1Spring2017;T;16;1;2017;16.01.2017;01:00:00;21;-6;S750HH02203675;;
2017-01-16 13-00-00 T.JPG;Valdres;Box1Spring2017;T;16;1;2017;16.01.2017;13:00:00;21;-6;S750HH02203675;;
2017-01-17 01-00-00 T.JPG;Valdres;Box1Spring2017;T;17;1;2017;17.01.2017;01:00:00;25;-4;S750HH02203675;;
2017-01-17 01-01-42 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;17;1;2017;17.01.2017;01:01:42;25;-4;S750HH02203675;;
2017-01-17 01-01-42 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;17;1;2017;17.01.2017;01:01:42;25;-4;S750HH02203675;;
2017-01-17 13-00-00 T.JPG;Valdres;Box1Spring2017;T;17;1;2017;17.01.2017;13:00:00;28;-2;S750HH02203675;;
2017-01-17 14-26-13 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;17;1;2017;17.01.2017;14:26:13;28;-2;S750HH02203675;S;
2017-01-17 14-26-14 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;17;1;2017;17.01.2017;14:26:14;28;-2;S750HH02203675;;
2017-01-17 14-52-46 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;17;1;2017;17.01.2017;14:52:46;28;-2;S750HH02203675;S;
2017-01-17 14-52-46 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;17;1;2017;17.01.2017;14:52:46;28;-2;S750HH02203675;;
2017-01-18 01-00-00 T.JPG;Valdres;Box1Spring2017;T;18;1;2017;18.01.2017;01:00:00;29;-2;S750HH02203675;;
2017-01-18 13-00-00 T.JPG;Valdres;Box1Spring2017;T;18;1;2017;18.01.2017;13:00:00;32;0;S750HH02203675;;
2017-01-18 23-12-02 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;18;1;2017;18.01.2017;23:12:02;32;0;S750HH02203675;S;
2017-01-18 23-12-02 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;18;1;2017;18.01.2017;23:12:02;32;0;S750HH02203675;;
2017-01-18 23-48-03 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;18;1;2017;18.01.2017;23:48:03;32;0;S750HH02203675;S;
2017-01-18 23-48-03 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;18;1;2017;18.01.2017;23:48:03;32;0;S750HH02203675;;
2017-01-19 01-00-00 T.JPG;Valdres;Box1Spring2017;T;19;1;2017;19.01.2017;01:00:00;32;0;S750HH02203675;;
2017-01-19 12-33-52 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;19;1;2017;19.01.2017;12:33:52;32;0;S750HH02203675;S;
2017-01-19 12-33-52 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;19;1;2017;19.01.2017;12:33:52;32;0;S750HH02203675;;
2017-01-19 13-00-00 T.JPG;Valdres;Box1Spring2017;T;19;1;2017;19.01.2017;13:00:00;32;0;S750HH02203675;;
2017-01-20 01-00-00 T.JPG;Valdres;Box1Spring2017;T;20;1;2017;20.01.2017;01:00:00;33;1;S750HH02203675;;
2017-01-20 09-59-20 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;20;1;2017;20.01.2017;09:59:20;33;1;S750HH02203675;;
2017-01-20 09-59-20 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;20;1;2017;20.01.2017;09:59:20;33;1;S750HH02203675;;
2017-01-20 13-00-00 T.JPG;Valdres;Box1Spring2017;T;20;1;2017;20.01.2017;13:00:00;33;1;S750HH02203675;;
2017-01-21 01-00-00 T.JPG;Valdres;Box1Spring2017;T;21;1;2017;21.01.2017;01:00:00;33;1;S750HH02203675;;
2017-01-21 05-07-15 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;21;1;2017;21.01.2017;05:07:15;32;0;S750HH02203675;S;
2017-01-21 05-07-15 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;21;1;2017;21.01.2017;05:07:15;32;0;S750HH02203675;;
2017-01-21 13-00-00 T.JPG;Valdres;Box1Spring2017;T;21;1;2017;21.01.2017;13:00:00;32;0;S750HH02203675;;
2017-01-22 01-00-00 T.JPG;Valdres;Box1Spring2017;T;22;1;2017;22.01.2017;01:00:00;31;-1;S750HH02203675;;
2017-01-22 13-00-00 T.JPG;Valdres;Box1Spring2017;T;22;1;2017;22.01.2017;13:00:00;31;-1;S750HH02203675;;
2017-01-23 01-00-00 T.JPG;Valdres;Box1Spring2017;T;23;1;2017;23.01.2017;01:00:00;29;-2;S750HH02203675;;
2017-01-23 01-14-00 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;23;1;2017;23.01.2017;01:14:00;29;-2;S750HH02203675;;
2017-01-23 01-14-01 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;23;1;2017;23.01.2017;01:14:01;29;-2;S750HH02203675;;
2017-01-23 04-02-42 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;23;1;2017;23.01.2017;04:02:42;29;-2;S750HH02203675;;
2017-01-23 04-02-42 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;23;1;2017;23.01.2017;04:02:42;29;-2;S750HH02203675;;
2017-01-23 13-00-00 T.JPG;Valdres;Box1Spring2017;T;23;1;2017;23.01.2017;13:00:00;30;-1;S750HH02203675;;
2017-01-23 22-18-14 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;23;1;2017;23.01.2017;22:18:14;30;-1;S750HH02203675;S;
2017-01-23 22-18-14 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;23;1;2017;23.01.2017;22:18:14;30;-1;S750HH02203675;;
2017-01-24 01-00-00 T.JPG;Valdres;Box1Spring2017;T;24;1;2017;24.01.2017;01:00:00;30;-1;S750HH02203675;;
2017-01-24 08-42-58 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;24;1;2017;24.01.2017;08:42:58;27;-3;S750HH02203675;;
2017-01-24 08-42-59 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;24;1;2017;24.01.2017;08:42:59;27;-3;S750HH02203675;;
2017-01-24 13-00-00 T.JPG;Valdres;Box1Spring2017;T;24;1;2017;24.01.2017;13:00:00;27;-3;S750HH02203675;;
2017-01-25 01-00-00 T.JPG;Valdres;Box1Spring2017;T;25;1;2017;25.01.2017;01:00:00;29;-2;S750HH02203675;;
2017-01-25 02-58-27 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;25;1;2017;25.01.2017;02:58:27;29;-2;S750HH02203675;S;
2017-01-25 02-58-27 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;25;1;2017;25.01.2017;02:58:27;29;-2;S750HH02203675;;
2017-01-25 13-00-00 T.JPG;Valdres;Box1Spring2017;T;25;1;2017;25.01.2017;13:00:00;32;0;S750HH02203675;;
2017-01-26 01-00-00 T.JPG;Valdres;Box1Spring2017;T;26;1;2017;26.01.2017;01:00:00;32;0;S750HH02203675;;
2017-01-26 13-00-00 T.JPG;Valdres;Box1Spring2017;T;26;1;2017;26.01.2017;13:00:00;32;0;S750HH02203675;;
2017-01-26 13-37-17 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;26;1;2017;26.01.2017;13:37:17;32;0;S750HH02203675;K;
2017-01-26 13-37-17 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;26;1;2017;26.01.2017;13:37:17;32;0;S750HH02203675;;
2017-01-27 01-00-00 T.JPG;Valdres;Box1Spring2017;T;27;1;2017;27.01.2017;01:00:00;29;-2;S750HH02203675;;
2017-01-27 10-05-45 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;27;1;2017;27.01.2017;10:05:45;27;-3;S750HH02203675;;
2017-01-27 10-05-45 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;27;1;2017;27.01.2017;10:05:45;27;-3;S750HH02203675;;
2017-01-27 13-00-00 T.JPG;Valdres;Box1Spring2017;T;27;1;2017;27.01.2017;13:00:00;27;-3;S750HH02203675;;
2017-01-28 01-00-00 T.JPG;Valdres;Box1Spring2017;T;28;1;2017;28.01.2017;01:00:00;24;-4;S750HH02203675;;
2017-01-28 03-46-50 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;28;1;2017;28.01.2017;03:46:50;23;-5;S750HH02203675;K;
2017-01-28 03-46-51 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;28;1;2017;28.01.2017;03:46:51;23;-5;S750HH02203675;;
2017-01-28 13-00-00 T.JPG;Valdres;Box1Spring2017;T;28;1;2017;28.01.2017;13:00:00;23;-5;S750HH02203675;;
2017-01-28 13-54-31 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;28;1;2017;28.01.2017;13:54:31;23;-5;S750HH02203675;K;
2017-01-28 13-54-31 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;28;1;2017;28.01.2017;13:54:31;23;-5;S750HH02203675;;
2017-01-29 01-00-00 T.JPG;Valdres;Box1Spring2017;T;29;1;2017;29.01.2017;01:00:00;27;-3;S750HH02203675;;
2017-01-29 09-48-37 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;29;1;2017;29.01.2017;09:48:37;28;-2;S750HH02203675;;
2017-01-29 09-48-38 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;29;1;2017;29.01.2017;09:48:38;28;-2;S750HH02203675;;
2017-01-29 13-00-00 T.JPG;Valdres;Box1Spring2017;T;29;1;2017;29.01.2017;13:00:00;28;-2;S750HH02203675;;
2017-01-30 01-00-00 T.JPG;Valdres;Box1Spring2017;T;30;1;2017;30.01.2017;01:00:00;27;-3;S750HH02203675;;
2017-01-30 13-00-00 T.JPG;Valdres;Box1Spring2017;T;30;1;2017;30.01.2017;13:00:00;23;-5;S750HH02203675;;
2017-01-31 01-00-00 T.JPG;Valdres;Box1Spring2017;T;31;1;2017;31.01.2017;01:00:00;22;-6;S750HH02203675;;
2017-01-31 13-00-00 T.JPG;Valdres;Box1Spring2017;T;31;1;2017;31.01.2017;13:00:00;21;-6;S750HH02203675;;
2017-02-01 01-00-00 T.JPG;Valdres;Box1Spring2017;T;1;2;2017;01.02.2017;01:00:00;19;-7;S750HH02203675;;
2017-02-01 13-00-00 T.JPG;Valdres;Box1Spring2017;T;1;2;2017;01.02.2017;13:00:00;19;-7;S750HH02203675;;
2017-02-01 13-13-21 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;1;2;2017;01.02.2017;13:13:21;19;-7;S750HH02203675;;
2017-02-01 13-13-21 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;1;2;2017;01.02.2017;13:13:21;19;-7;S750HH02203675;;
2017-02-01 20-06-35 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;1;2;2017;01.02.2017;20:06:35;24;-4;S750HH02203675;;
2017-02-01 20-06-35 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;1;2;2017;01.02.2017;20:06:35;24;-4;S750HH02203675;;
2017-02-01 21-06-44 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;1;2;2017;01.02.2017;21:06:44;24;-4;S750HH02203675;S;
2017-02-01 21-06-45 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;1;2;2017;01.02.2017;21:06:45;24;-4;S750HH02203675;;
2017-02-02 01-00-00 T.JPG;Valdres;Box1Spring2017;T;2;2;2017;02.02.2017;01:00:00;26;-3;S750HH02203675;;
2017-02-02 13-00-00 T.JPG;Valdres;Box1Spring2017;T;2;2;2017;02.02.2017;13:00:00;28;-2;S750HH02203675;;
2017-02-03 01-00-00 T.JPG;Valdres;Box1Spring2017;T;3;2;2017;03.02.2017;01:00:00;28;-2;S750HH02203675;;
2017-02-03 13-00-00 T.JPG;Valdres;Box1Spring2017;T;3;2;2017;03.02.2017;13:00:00;29;-2;S750HH02203675;;
2017-02-04 01-00-00 T.JPG;Valdres;Box1Spring2017;T;4;2;2017;04.02.2017;01:00:00;29;-2;S750HH02203675;;
2017-02-04 08-44-00 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;4;2;2017;04.02.2017;08:44:00;30;-1;S750HH02203675;;
2017-02-04 08-44-01 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;4;2;2017;04.02.2017;08:44:01;30;-1;S750HH02203675;;
2017-02-04 10-08-12 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;4;2;2017;04.02.2017;10:08:12;29;-2;S750HH02203675;S;
2017-02-04 10-08-13 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;4;2;2017;04.02.2017;10:08:13;29;-2;S750HH02203675;;
2017-02-04 10-37-22 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;4;2;2017;04.02.2017;10:37:22;30;-1;S750HH02203675;S;
2017-02-04 10-37-23 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;4;2;2017;04.02.2017;10:37:23;30;-1;S750HH02203675;;
2017-02-04 13-00-00 T.JPG;Valdres;Box1Spring2017;T;4;2;2017;04.02.2017;13:00:00;29;-2;S750HH02203675;;
2017-02-05 01-00-00 T.JPG;Valdres;Box1Spring2017;T;5;2;2017;05.02.2017;01:00:00;29;-2;S750HH02203675;;
2017-02-05 01-48-25 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;5;2;2017;05.02.2017;01:48:25;29;-2;S750HH02203675;;
2017-02-05 01-48-25 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;5;2;2017;05.02.2017;01:48:25;29;-2;S750HH02203675;;
2017-02-05 03-00-27 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;5;2;2017;05.02.2017;03:00:27;29;-2;S750HH02203675;;
2017-02-05 03-00-27 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;5;2;2017;05.02.2017;03:00:27;29;-2;S750HH02203675;;
2017-02-05 13-00-00 T.JPG;Valdres;Box1Spring2017;T;5;2;2017;05.02.2017;13:00:00;28;-2;S750HH02203675;;
2017-02-06 01-00-00 T.JPG;Valdres;Box1Spring2017;T;6;2;2017;06.02.2017;01:00:00;28;-2;S750HH02203675;;
2017-02-06 05-52-52 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;6;2;2017;06.02.2017;05:52:52;29;-2;S750HH02203675;;
2017-02-06 05-52-53 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;6;2;2017;06.02.2017;05:52:53;29;-2;S750HH02203675;;
2017-02-06 13-00-00 T.JPG;Valdres;Box1Spring2017;T;6;2;2017;06.02.2017;13:00:00;29;-2;S750HH02203675;;
2017-02-07 01-00-00 T.JPG;Valdres;Box1Spring2017;T;7;2;2017;07.02.2017;01:00:00;26;-3;S750HH02203675;;
2017-02-07 13-00-00 T.JPG;Valdres;Box1Spring2017;T;7;2;2017;07.02.2017;13:00:00;24;-4;S750HH02203675;;
2017-02-08 01-00-00 T.JPG;Valdres;Box1Spring2017;T;8;2;2017;08.02.2017;01:00:00;23;-5;S750HH02203675;;
2017-02-08 13-00-00 T.JPG;Valdres;Box1Spring2017;T;8;2;2017;08.02.2017;13:00:00;22;-6;S750HH02203675;;
2017-02-09 01-00-00 T.JPG;Valdres;Box1Spring2017;T;9;2;2017;09.02.2017;01:00:00;21;-6;S750HH02203675;;
2017-02-09 13-00-00 T.JPG;Valdres;Box1Spring2017;T;9;2;2017;09.02.2017;13:00:00;22;-6;S750HH02203675;;
2017-02-10 01-00-00 T.JPG;Valdres;Box1Spring2017;T;10;2;2017;10.02.2017;01:00:00;23;-5;S750HH02203675;;
2017-02-10 10-33-59 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;10;2;2017;10.02.2017;10:33:59;24;-4;S750HH02203675;;
2017-02-10 10-33-59 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;10;2;2017;10.02.2017;10:33:59;24;-4;S750HH02203675;;
2017-02-10 13-00-00 T.JPG;Valdres;Box1Spring2017;T;10;2;2017;10.02.2017;13:00:00;24;-4;S750HH02203675;;
2017-02-11 01-00-00 T.JPG;Valdres;Box1Spring2017;T;11;2;2017;11.02.2017;01:00:00;25;-4;S750HH02203675;;
2017-02-11 05-07-14 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;11;2;2017;11.02.2017;05:07:14;25;-4;S750HH02203675;;
2017-02-11 05-07-15 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;11;2;2017;11.02.2017;05:07:15;25;-4;S750HH02203675;;
2017-02-11 08-32-02 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;11;2;2017;11.02.2017;08:32:02;25;-4;S750HH02203675;;
2017-02-11 08-32-03 M 2_2.JPG;Valdres;Box1Spring2017;M 2/2;11;2;2017;11.02.2017;08:32:03;25;-4;S750HH02203675;;
2017-02-11 13-00-00 T.JPG;Valdres;Box1Spring2017;T;11;2;2017;11.02.2017;13:00:00;26;-3;S750HH02203675;;
2017-02-12 01-00-00 T.JPG;Valdres;Box1Spring2017;T;12;2;2017;12.02.2017;01:00:00;23;-5;S750HH02203675;;
2017-02-12 13-00-00 T.JPG;Valdres;Box1Spring2017;T;12;2;2017;12.02.2017;13:00:00;24;-4;S750HH02203675;;
2017-02-13 01-00-00 T.JPG;Valdres;Box1Spring2017;T;13;2;2017;13.02.2017;01:00:00;27;-3;S750HH02203675;;
2017-02-13 04-22-22 M 1_2.JPG;Valdres;Box1Spring2017;M 1/2;13;2;2017;13.02.2017;04:22:22;27;-3;S750HH02203675;DS;
