Image Name;Site;Location_season;Trigger;Day;Month;Year;Date;Time;Temp_F;Temp_C;Serial #;Species;Comment
2016-09-21 18-51-07 M 2_2.JPG;Valdres;Box2Fall2016;M 2/2;21;9;2016;21/09/2016;18:51:07;51;11;S750HG02176085;;
2016-09-21 21-27-43 M 1_2.JPG;Valdres;Box2Fall2016;M 1/2;21;9;2016;21/09/2016;21:27:43;50;10;S750HG02176085;K;
2016-09-21 21-27-43 M 2_2.JPG;Valdres;Box2Fall2016;M 2/2;21;9;2016;21/09/2016;21:27:43;50;10;S750HG02176085;;
2016-09-22 01-00-00 T.JPG;Valdres;Box2Fall2016;T;22;9;2016;22/09/2016;01:00:00;49;9;S750HG02176085;;
2016-09-22 13-00-00 T.JPG;Valdres;Box2Fall2016;T;22;9;2016;22/09/2016;13:00:00;52;11;S750HG02176085;;
2016-09-22 16-41-08 M 1_2.JPG;Valdres;Box2Fall2016;M 1/2;22;9;2016;22/09/2016;16:41:08;51;11;S750HG02176085;S;
2016-09-22 16-41-08 M 2_2.JPG;Valdres;Box2Fall2016;M 2/2;22;9;2016;22/09/2016;16:41:08;51;11;S750HG02176085;;
2016-09-22 18-03-13 M 1_2.JPG;Valdres;Box2Fall2016;M 1/2;22;9;2016;22/09/2016;18:03:13;51;11;S750HG02176085;;
2016-09-22 18-03-13 M 2_2.JPG;Valdres;Box2Fall2016;M 2/2;22;9;2016;22/09/2016;18:03:13;51;11;S750HG02176085;;
2016-09-25 16-51-45 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;25;9;2016;25.09.2016;16:51:45;58;14;S750HG02176085;S;
2016-09-25 16-51-45 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;25;9;2016;25.09.2016;16:51:45;58;14;S750HG02176085;;
2016-09-26 01-00-00 T.JPG;Valdres;Box2Spring2017;T;26;9;2016;26.09.2016;01:00:00;49;9;S750HG02176085;;
2016-09-26 13-00-00 T.JPG;Valdres;Box2Spring2017;T;26;9;2016;26.09.2016;13:00:00;50;10;S750HG02176085;;
2016-09-26 16-03-09 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;26;9;2016;26.09.2016;16:03:09;53;12;S750HG02176085;K;
2016-09-26 16-03-09 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;26;9;2016;26.09.2016;16:03:09;53;12;S750HG02176085;;
2016-09-26 16-06-21 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;26;9;2016;26.09.2016;16:06:21;54;12;S750HG02176085;K;
2016-09-26 16-06-21 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;26;9;2016;26.09.2016;16:06:21;54;12;S750HG02176085;;
2016-09-27 01-00-00 T.JPG;Valdres;Box2Spring2017;T;27;9;2016;27.09.2016;01:00:00;37;3;S750HG02176085;;
2016-09-27 07-56-45 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;27;9;2016;27.09.2016;07:56:45;33;1;S750HG02176085;;
2016-09-27 07-56-45 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;27;9;2016;27.09.2016;07:56:45;33;1;S750HG02176085;;
2016-09-27 13-00-00 T.JPG;Valdres;Box2Spring2017;T;27;9;2016;27.09.2016;13:00:00;45;7;S750HG02176085;;
2016-09-27 15-49-43 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;27;9;2016;27.09.2016;15:49:43;47;8;S750HG02176085;K;
2016-09-27 15-49-43 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;27;9;2016;27.09.2016;15:49:43;47;8;S750HG02176085;;
2016-09-27 16-11-48 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;27;9;2016;27.09.2016;16:11:48;47;8;S750HG02176085;K;
2016-09-27 16-11-48 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;27;9;2016;27.09.2016;16:11:48;47;8;S750HG02176085;;
2016-09-27 16-14-31 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;27;9;2016;27.09.2016;16:14:31;47;8;S750HG02176085;K;
2016-09-27 16-14-31 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;27;9;2016;27.09.2016;16:14:31;47;8;S750HG02176085;;
2016-09-27 16-48-46 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;27;9;2016;27.09.2016;16:48:46;47;8;S750HG02176085;K;
2016-09-27 16-48-46 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;27;9;2016;27.09.2016;16:48:46;47;8;S750HG02176085;;
2016-09-28 01-00-00 T.JPG;Valdres;Box2Spring2017;T;28;9;2016;28.09.2016;01:00:00;43;6;S750HG02176085;;
2016-09-28 12-04-34 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;28;9;2016;28.09.2016;12:04:34;45;7;S750HG02176085;S;
2016-09-28 12-04-34 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;28;9;2016;28.09.2016;12:04:34;45;7;S750HG02176085;;
2016-09-28 13-00-00 T.JPG;Valdres;Box2Spring2017;T;28;9;2016;28.09.2016;13:00:00;47;8;S750HG02176085;;
2016-09-28 16-11-40 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;28;9;2016;28.09.2016;16:11:40;49;9;S750HG02176085;K;
2016-09-28 16-11-40 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;28;9;2016;28.09.2016;16:11:40;49;9;S750HG02176085;;
2016-09-28 19-07-16 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;28;9;2016;28.09.2016;19:07:16;46;8;S750HG02176085;S;
2016-09-28 19-07-16 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;28;9;2016;28.09.2016;19:07:16;46;8;S750HG02176085;;
2016-09-28 21-34-28 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;28;9;2016;28.09.2016;21:34:28;43;6;S750HG02176085;K;
2016-09-28 21-34-28 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;28;9;2016;28.09.2016;21:34:28;43;6;S750HG02176085;;
2016-09-29 01-00-00 T.JPG;Valdres;Box2Spring2017;T;29;9;2016;29.09.2016;01:00:00;41;5;S750HG02176085;;
2016-09-29 01-15-49 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;01:15:49;41;5;S750HG02176085;S;
2016-09-29 01-15-49 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;01:15:49;41;5;S750HG02176085;;
2016-09-29 03-11-33 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;03:11:33;41;5;S750HG02176085;;
2016-09-29 03-11-33 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;03:11:33;41;5;S750HG02176085;;
2016-09-29 06-12-23 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;06:12:23;41;5;S750HG02176085;K;
2016-09-29 06-12-23 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;06:12:23;41;5;S750HG02176085;;
2016-09-29 12-04-29 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;12:04:29;46;8;S750HG02176085;K;
2016-09-29 12-04-29 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;12:04:29;46;8;S750HG02176085;;
2016-09-29 12-05-41 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;12:05:41;46;8;S750HG02176085;K;
2016-09-29 12-05-42 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;12:05:42;46;8;S750HG02176085;;
2016-09-29 12-19-54 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;12:19:54;46;8;S750HG02176085;K;
2016-09-29 12-19-54 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;12:19:54;46;8;S750HG02176085;;
2016-09-29 12-21-22 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;12:21:22;46;8;S750HG02176085;K;
2016-09-29 12-21-22 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;12:21:22;46;8;S750HG02176085;;
2016-09-29 13-00-00 T.JPG;Valdres;Box2Spring2017;T;29;9;2016;29.09.2016;13:00:00;47;8;S750HG02176085;;
2016-09-29 20-13-48 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;20:13:48;42;6;S750HG02176085;K;
2016-09-29 20-13-48 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;20:13:48;42;6;S750HG02176085;;
2016-09-29 20-14-48 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;20:14:48;42;6;S750HG02176085;K;
2016-09-29 20-14-48 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;20:14:48;42;6;S750HG02176085;;
2016-09-29 20-20-24 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;20:20:24;42;6;S750HG02176085;K;
2016-09-29 20-20-24 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;20:20:24;42;6;S750HG02176085;;
2016-09-29 21-24-17 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;21:24:17;42;6;S750HG02176085;K;
2016-09-29 21-24-17 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;21:24:17;42;6;S750HG02176085;;
2016-09-29 21-25-54 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;21:25:54;42;6;S750HG02176085;K;
2016-09-29 21-25-55 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;21:25:55;42;6;S750HG02176085;;
2016-09-29 21-28-28 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;21:28:28;42;6;S750HG02176085;K;
2016-09-29 21-28-28 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;21:28:28;42;6;S750HG02176085;;
2016-09-29 21-37-12 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;21:37:12;42;6;S750HG02176085;S;
2016-09-29 21-37-12 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;21:37:12;42;6;S750HG02176085;;
2016-09-29 23-28-21 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;29;9;2016;29.09.2016;23:28:21;41;5;S750HG02176085;K;
2016-09-29 23-28-21 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;29;9;2016;29.09.2016;23:28:21;41;5;S750HG02176085;;
2016-09-30 00-54-57 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;00:54:57;40;4;S750HG02176085;S;
2016-09-30 00-54-57 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;00:54:57;40;4;S750HG02176085;;
2016-09-30 01-00-00 T.JPG;Valdres;Box2Spring2017;T;30;9;2016;30.09.2016;01:00:00;40;4;S750HG02176085;;
2016-09-30 02-55-30 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;02:55:30;38;3;S750HG02176085;K;
2016-09-30 02-55-31 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;02:55:31;38;3;S750HG02176085;;
2016-09-30 02-56-49 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;02:56:49;38;3;S750HG02176085;K;
2016-09-30 02-56-49 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;02:56:49;38;3;S750HG02176085;;
2016-09-30 05-48-22 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;05:48:22;36;2;S750HG02176085;K;
2016-09-30 05-48-22 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;05:48:22;36;2;S750HG02176085;;
2016-09-30 12-46-03 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;12:46:03;43;6;S750HG02176085;K;
2016-09-30 12-46-03 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;12:46:03;43;6;S750HG02176085;;
2016-09-30 13-00-00 T.JPG;Valdres;Box2Spring2017;T;30;9;2016;30.09.2016;13:00:00;44;7;S750HG02176085;;
2016-09-30 13-11-17 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;13:11:17;44;7;S750HG02176085;K;
2016-09-30 13-11-17 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;13:11:17;44;7;S750HG02176085;;
2016-09-30 14-16-46 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;14:16:46;46;8;S750HG02176085;S;
2016-09-30 14-16-46 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;14:16:46;46;8;S750HG02176085;;
2016-09-30 19-19-53 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;19:19:53;41;5;S750HG02176085;K;
2016-09-30 19-19-53 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;19:19:53;41;5;S750HG02176085;;
2016-09-30 21-24-49 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;21:24:49;38;3;S750HG02176085;K;
2016-09-30 21-24-49 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;21:24:49;38;3;S750HG02176085;;
2016-09-30 21-26-15 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;30;9;2016;30.09.2016;21:26:15;38;3;S750HG02176085;K;
2016-09-30 21-26-16 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;30;9;2016;30.09.2016;21:26:16;38;3;S750HG02176085;;
2016-10-01 01-00-00 T.JPG;Valdres;Box2Spring2017;T;1;10;2016;01.10.2016;01:00:00;36;2;S750HG02176085;;
2016-10-01 02-25-28 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;1;10;2016;01.10.2016;02:25:28;35;2;S750HG02176085;K;
2016-10-01 02-25-28 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;1;10;2016;01.10.2016;02:25:28;35;2;S750HG02176085;;
2016-10-01 11-10-19 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;1;10;2016;01.10.2016;11:10:19;39;4;S750HG02176085;K;
2016-10-01 11-10-19 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;1;10;2016;01.10.2016;11:10:19;39;4;S750HG02176085;;
2016-10-01 11-22-35 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;1;10;2016;01.10.2016;11:22:35;40;4;S750HG02176085;K;
2016-10-01 11-22-35 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;1;10;2016;01.10.2016;11:22:35;40;4;S750HG02176085;;
2016-10-01 13-00-00 T.JPG;Valdres;Box2Spring2017;T;1;10;2016;01.10.2016;13:00:00;44;7;S750HG02176085;;
2016-10-01 14-25-56 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;1;10;2016;01.10.2016;14:25:56;48;9;S750HG02176085;K;
2016-10-01 14-25-57 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;1;10;2016;01.10.2016;14:25:57;48;9;S750HG02176085;;
2016-10-01 15-05-45 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;1;10;2016;01.10.2016;15:05:45;48;9;S750HG02176085;K;
2016-10-01 15-05-45 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;1;10;2016;01.10.2016;15:05:45;48;9;S750HG02176085;;
2016-10-02 01-00-00 T.JPG;Valdres;Box2Spring2017;T;2;10;2016;02.10.2016;01:00:00;33;1;S750HG02176085;;
2016-10-02 10-53-06 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;2;10;2016;02.10.2016;10:53:06;34;1;S750HG02176085;S;
2016-10-02 10-53-07 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;2;10;2016;02.10.2016;10:53:07;34;1;S750HG02176085;;
2016-10-02 13-00-00 T.JPG;Valdres;Box2Spring2017;T;2;10;2016;02.10.2016;13:00:00;41;5;S750HG02176085;;
2016-10-02 21-00-52 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;2;10;2016;02.10.2016;21:00:52;35;2;S750HG02176085;K;
2016-10-02 21-00-52 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;2;10;2016;02.10.2016;21:00:52;35;2;S750HG02176085;;
2016-10-02 22-13-47 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;2;10;2016;02.10.2016;22:13:47;33;1;S750HG02176085;K;
2016-10-02 22-13-47 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;2;10;2016;02.10.2016;22:13:47;33;1;S750HG02176085;;
2016-10-03 01-00-00 T.JPG;Valdres;Box2Spring2017;T;3;10;2016;03.10.2016;01:00:00;29;-2;S750HG02176085;;
2016-10-03 02-01-26 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;3;10;2016;03.10.2016;02:01:26;29;-2;S750HG02176085;K;
2016-10-03 02-01-27 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;3;10;2016;03.10.2016;02:01:27;29;-2;S750HG02176085;;
2016-10-03 02-39-25 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;3;10;2016;03.10.2016;02:39:25;28;-2;S750HG02176085;K;
2016-10-03 02-39-25 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;3;10;2016;03.10.2016;02:39:25;28;-2;S750HG02176085;;
2016-10-03 10-42-57 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;3;10;2016;03.10.2016;10:42:57;28;-2;S750HG02176085;K;
2016-10-03 10-42-57 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;3;10;2016;03.10.2016;10:42:57;28;-2;S750HG02176085;;
2016-10-03 13-00-00 T.JPG;Valdres;Box2Spring2017;T;3;10;2016;03.10.2016;13:00:00;38;3;S750HG02176085;;
2016-10-04 01-00-00 T.JPG;Valdres;Box2Spring2017;T;4;10;2016;04.10.2016;01:00:00;29;-2;S750HG02176085;;
2016-10-04 11-11-30 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;4;10;2016;04.10.2016;11:11:30;30;-1;S750HG02176085;K;
2016-10-04 11-11-30 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;4;10;2016;04.10.2016;11:11:30;30;-1;S750HG02176085;;
2016-10-04 11-24-10 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;4;10;2016;04.10.2016;11:24:10;30;-1;S750HG02176085;K;
2016-10-04 11-24-10 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;4;10;2016;04.10.2016;11:24:10;30;-1;S750HG02176085;;
2016-10-04 13-00-00 T.JPG;Valdres;Box2Spring2017;T;4;10;2016;04.10.2016;13:00:00;36;2;S750HG02176085;;
2016-10-04 18-33-20 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;4;10;2016;04.10.2016;18:33:20;41;5;S750HG02176085;S;
2016-10-04 18-33-20 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;4;10;2016;04.10.2016;18:33:20;41;5;S750HG02176085;;
2016-10-05 01-00-00 T.JPG;Valdres;Box2Spring2017;T;5;10;2016;05.10.2016;01:00:00;29;-2;S750HG02176085;;
2016-10-05 01-26-33 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;5;10;2016;05.10.2016;01:26:33;28;-2;S750HG02176085;K;
2016-10-05 01-26-33 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;5;10;2016;05.10.2016;01:26:33;28;-2;S750HG02176085;;
2016-10-05 13-00-00 T.JPG;Valdres;Box2Spring2017;T;5;10;2016;05.10.2016;13:00:00;36;2;S750HG02176085;;
2016-10-06 01-00-00 T.JPG;Valdres;Box2Spring2017;T;6;10;2016;06.10.2016;01:00:00;28;-2;S750HG02176085;;
2016-10-06 13-00-00 T.JPG;Valdres;Box2Spring2017;T;6;10;2016;06.10.2016;13:00:00;36;2;S750HG02176085;;
2016-10-06 13-23-03 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;6;10;2016;06.10.2016;13:23:03;38;3;S750HG02176085;M;
2016-10-06 13-23-03 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;6;10;2016;06.10.2016;13:23:03;38;3;S750HG02176085;;
2016-10-07 01-00-00 T.JPG;Valdres;Box2Spring2017;T;7;10;2016;07.10.2016;01:00:00;30;-1;S750HG02176085;;
2016-10-07 13-00-00 T.JPG;Valdres;Box2Spring2017;T;7;10;2016;07.10.2016;13:00:00;41;5;S750HG02176085;;
2016-10-07 14-16-25 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;7;10;2016;07.10.2016;14:16:25;44;7;S750HG02176085;K;
2016-10-07 14-16-25 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;7;10;2016;07.10.2016;14:16:25;44;7;S750HG02176085;;
2016-10-07 23-07-02 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;7;10;2016;07.10.2016;23:07:02;41;5;S750HG02176085;K;
2016-10-07 23-07-02 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;7;10;2016;07.10.2016;23:07:02;41;5;S750HG02176085;;
2016-10-08 01-00-00 T.JPG;Valdres;Box2Spring2017;T;8;10;2016;08.10.2016;01:00:00;39;4;S750HG02176085;;
2016-10-08 05-31-49 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;8;10;2016;08.10.2016;05:31:49;37;3;S750HG02176085;M;
2016-10-08 05-31-49 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;8;10;2016;08.10.2016;05:31:49;37;3;S750HG02176085;;
2016-10-08 13-00-00 T.JPG;Valdres;Box2Spring2017;T;8;10;2016;08.10.2016;13:00:00;39;4;S750HG02176085;;
2016-10-08 13-40-18 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;8;10;2016;08.10.2016;13:40:18;39;4;S750HG02176085;K;
2016-10-08 13-40-18 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;8;10;2016;08.10.2016;13:40:18;39;4;S750HG02176085;;
2016-10-08 16-09-15 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;8;10;2016;08.10.2016;16:09:15;41;5;S750HG02176085;;
2016-10-08 16-09-15 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;8;10;2016;08.10.2016;16:09:15;41;5;S750HG02176085;;
2016-10-09 01-00-00 T.JPG;Valdres;Box2Spring2017;T;9;10;2016;09.10.2016;01:00:00;28;-2;S750HG02176085;;
2016-10-09 05-46-01 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;9;10;2016;09.10.2016;05:46:01;30;-1;S750HG02176085;K;
2016-10-09 05-46-01 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;9;10;2016;09.10.2016;05:46:01;30;-1;S750HG02176085;;
2016-10-09 13-00-00 T.JPG;Valdres;Box2Spring2017;T;9;10;2016;09.10.2016;13:00:00;31;-1;S750HG02176085;;
2016-10-10 01-00-00 T.JPG;Valdres;Box2Spring2017;T;10;10;2016;10.10.2016;01:00:00;33;1;S750HG02176085;;
2016-10-10 01-05-24 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;10;10;2016;10.10.2016;01:05:24;33;1;S750HG02176085;M;
2016-10-10 01-05-24 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;10;10;2016;10.10.2016;01:05:24;33;1;S750HG02176085;;
2016-10-10 04-46-04 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;10;10;2016;10.10.2016;04:46:04;34;1;S750HG02176085;;
2016-10-10 04-46-04 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;10;10;2016;10.10.2016;04:46:04;34;1;S750HG02176085;;
2016-10-10 13-00-00 T.JPG;Valdres;Box2Spring2017;T;10;10;2016;10.10.2016;13:00:00;35;2;S750HG02176085;;
2016-10-10 15-06-45 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;10;10;2016;10.10.2016;15:06:45;37;3;S750HG02176085;K;
2016-10-10 15-06-46 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;10;10;2016;10.10.2016;15:06:46;37;3;S750HG02176085;;
2016-10-10 19-06-35 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;10;10;2016;10.10.2016;19:06:35;36;2;S750HG02176085;K;
2016-10-10 19-06-35 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;10;10;2016;10.10.2016;19:06:35;36;2;S750HG02176085;;
2016-10-10 23-02-23 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;10;10;2016;10.10.2016;23:02:23;31;-1;S750HG02176085;K;
2016-10-10 23-02-23 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;10;10;2016;10.10.2016;23:02:23;31;-1;S750HG02176085;;
2016-10-10 23-28-03 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;10;10;2016;10.10.2016;23:28:03;31;-1;S750HG02176085;DS;
2016-10-10 23-28-04 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;10;10;2016;10.10.2016;23:28:04;31;-1;S750HG02176085;;
2016-10-11 01-00-00 T.JPG;Valdres;Box2Spring2017;T;11;10;2016;11.10.2016;01:00:00;30;-1;S750HG02176085;;
2016-10-11 04-41-18 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;11;10;2016;11.10.2016;04:41:18;30;-1;S750HG02176085;M;
2016-10-11 04-41-19 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;11;10;2016;11.10.2016;04:41:19;30;-1;S750HG02176085;;
2016-10-11 13-00-00 T.JPG;Valdres;Box2Spring2017;T;11;10;2016;11.10.2016;13:00:00;32;0;S750HG02176085;;
2016-10-11 14-54-20 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;11;10;2016;11.10.2016;14:54:20;33;1;S750HG02176085;S;
2016-10-11 14-54-20 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;11;10;2016;11.10.2016;14:54:20;33;1;S750HG02176085;;
2016-10-11 19-51-32 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;11;10;2016;11.10.2016;19:51:32;32;0;S750HG02176085;M;
2016-10-11 19-51-33 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;11;10;2016;11.10.2016;19:51:33;32;0;S750HG02176085;;
2016-10-11 20-08-45 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;11;10;2016;11.10.2016;20:08:45;32;0;S750HG02176085;K;
2016-10-11 20-08-45 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;11;10;2016;11.10.2016;20:08:45;32;0;S750HG02176085;;
2016-10-12 01-00-00 T.JPG;Valdres;Box2Spring2017;T;12;10;2016;12.10.2016;01:00:00;31;-1;S750HG02176085;;
2016-10-12 05-15-47 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;12;10;2016;12.10.2016;05:15:47;30;-1;S750HG02176085;K;
2016-10-12 05-15-47 M 2_2.JPG;Valdres;Box2Spring2017;M 2/2;12;10;2016;12.10.2016;05:15:47;30;-1;S750HG02176085;;
2016-10-12 11-26-12 M 1_2.JPG;Valdres;Box2Spring2017;M 1/2;12;10;2016;12.10.2016;11:26:12;28;-2;S750HG02176085;K;
