"site" "year" "filename" "guess1" "confidence1"
"T3-2" 2021 "T3-2_2020-11-13_0004.JPG" 0 0.993089497089386
"T3-2" 2021 "T3-2_2020-11-13_0005.JPG" 0 0.999999284744263
"T3-2" 2021 "T3-2_2020-11-13_0006.JPG" 1 0.999757707118988
"T3-2" 2021 "T3-2_2020-11-13_0007.JPG" 1 0.989314675331116
"T3-2" 2021 "T3-2_2020-11-13_0008.JPG" 1 0.998767375946045
"T3-2" 2021 "T3-2_2020-11-14_0001.JPG" 1 0.999825417995453
"T3-2" 2021 "T3-2_2020-11-14_0002.JPG" 6 1
"T3-2" 2021 "T3-2_2020-11-14_0003.JPG" 6 0.999913692474365
"T3-2" 2021 "T3-2_2020-11-14_0004.JPG" 1 0.999802649021149
"T3-2" 2021 "T3-2_2020-11-14_0005.JPG" 1 0.998879373073578
"T3-2" 2021 "T3-2_2020-11-14_0006.JPG" 1 0.998828709125519
"T3-2" 2021 "T3-2_2020-11-15_0001.JPG" 1 0.999821484088898
"T3-2" 2021 "T3-2_2020-11-15_0002.JPG" 6 1
"T3-2" 2021 "T3-2_2020-11-15_0003.JPG" 1 0.998279452323914
"T3-2" 2021 "T3-2_2020-11-15_0004.JPG" 1 0.999783098697662
"T3-2" 2021 "T3-2_2020-11-15_0005.JPG" 6 0.999999761581421
"T3-2" 2021 "T3-2_2020-11-15_0006.JPG" 1 0.998361766338348
"T3-2" 2021 "T3-2_2020-11-16_0001.JPG" 1 0.999759495258331
"T3-2" 2021 "T3-2_2020-11-16_0002.JPG" 1 0.995425760746002
"T3-2" 2021 "T3-2_2020-11-17_0001.JPG" 6 1
"T3-2" 2021 "T3-2_2020-11-17_0002.JPG" 6 1
"T3-2" 2021 "T3-2_2020-11-17_0003.JPG" 1 0.999717533588409
"T3-2" 2021 "T3-2_2020-11-17_0004.JPG" 1 0.999884009361267
"T3-2" 2021 "T3-2_2020-11-18_0001.JPG" 1 0.999798119068146
"T3-2" 2021 "T3-2_2020-11-18_0002.JPG" 1 0.999800622463226
"T3-2" 2021 "T3-2_2020-11-18_0003.JPG" 6 0.999999761581421
"T3-2" 2021 "T3-2_2020-11-18_0004.JPG" 6 0.997193038463593
"T3-2" 2021 "T3-2_2020-11-18_0005.JPG" 1 0.998398959636688
"T3-2" 2021 "T3-2_2020-11-18_0006.JPG" 1 0.998558461666107
"T3-2" 2021 "T3-2_2020-11-19_0001.JPG" 1 0.999651074409485
"T3-2" 2021 "T3-2_2020-11-19_0002.JPG" 3 0.971842467784882
"T3-2" 2021 "T3-2_2020-11-19_0003.JPG" 3 0.987151980400085
"T3-2" 2021 "T3-2_2020-11-19_0004.JPG" 1 0.99760913848877
"T3-2" 2021 "T3-2_2020-11-19_0005.JPG" 1 0.998128235340118
"T3-2" 2021 "T3-2_2020-11-19_0006.JPG" 1 0.999806940555573
"T3-2" 2021 "T3-2_2020-11-20_0001.JPG" 1 0.999745428562164
"T3-2" 2021 "T3-2_2020-11-20_0002.JPG" 6 1
"T3-2" 2021 "T3-2_2020-11-20_0003.JPG" 1 0.99822860956192
"T3-2" 2021 "T3-2_2020-11-20_0004.JPG" 1 0.99958199262619
